id,gamename,secretkey,description,queryport,backendflags,disabledservices,keylist,keytypelist
2457,spaceremixds,Gs1FlI,Space Invaders Extreme Remix (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2458,menofwarpcb,mER2kk,Men of War (PC) BETA,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2459,menofwarpcbam,,Men of War  Automatch (PC) BETA,6500,0,0,,
2460,codwaw,LdlpcA,Call of Duty: World at War,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2461,kentomashods,feZytn,Ide Yohei no Kento Masho DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2462,beatrunnerwii,CAI5ov,Beat Runner (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2463,hunterdanwii,55Fqd5,Hunter Dan's Triple Crown Tournament Fishing (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2464,rainbowislwii,TpzO6m,Rainbow Island Tower! (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2465,srgakuends,cK86go,Super Robot Gakuen (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2466,srgakuendsam,,Super Robot Gakuen  Automatch (DS),6500,0,0,,
2467,cstaisends,0LTCe3,Chotto Sujin Taisen (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2468,winx2010ds,JP9RGe,Winx Club Secret Diary 2010 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2469,mxravenpsp,FPpfou,MX Reflex (Raven) (PSP),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2470,mxravenpspam,,MX Raven  Automatch (PSP),6500,0,0,,
2471,sukashikds,uk8Nda,Sukashikashipanman DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2472,famista09ds,OkJhLi,Pro Yakyu Famista DS 2009 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2473,hawxpc,h6dGAg,Tom Clancy's HAWX,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2474,fxtrainingds,tXkDai,FX Training DS (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2475,monhuntergwii,hyCk2c,Monster Hunter G (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2476,dinerdashwii,4rTdD2,Diner Dash (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2477,s_l4d,sPEFlr,Steam Left 4 Dead,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2478,guinnesswriph,euFh7c,Guinness World Records: The Video Game (iPhone),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2479,guinnesswripham,,Guinness World Records: The Video Game  Automatch (iPhone),6500,0,0,,
2480,guinnesswriphd,,Guinness World Records: The Video Game  Demo (iPhone),6500,0,0,,
2481,konsportswii,sJEymO,Konami Sports Club @ Home (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2482,cpenguin2ds,1XafMv,Club Penguin 2 (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2483,biahhPOLps3,zEo2mk,Brothers In Arms: Hell's Highway (PS3) (POL),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2484,biahhPOLps3am,,Brothers In Arms: Hell's Highway  Automatch (PS3) (POL),6500,0,0,,
2485,biahhPOLps3d,,Brothers In Arms: Hell's Highway  Demo (PS3) (POL),6500,0,0,,
2486,exciteracewii,WLrMtU,Excite Racing (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2487,cpenguin2wii,Nu3Uqi,Club Penguin 2 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2488,tcounterwii,HzKrFV,Tecmo Counter,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2489,h2cdigitalps3,HlgicF,Hail to the Chimp (PSN),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2490,h2cdigitalps3d,,Hail to the Chimp  Demo (PSN),6500,0,0,,
2491,motogp09ps3,nQF5x3,Moto GP 09 (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2492,motogp09ps3am,,Moto GP 09  Automatch (PS3),6500,0,0,,
2493,motogp09ps3d,,Moto GP 09  Demo (PS3),6500,0,0,,
2494,motogp09pc,qOspfz,Moto GP 09 (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2495,motogp09pcam,,Moto GP 09  Automatch (PC),6500,0,0,,
2496,motogp09pcd,,Moto GP 09  Demo (PC),6500,0,0,,
2497,spectro2wii,KgKm2x,Spectrobes 2 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2498,ninTest/,EdD7Ve,Nintendo Development Testing masterID 0,6500,0,0,,
2499,ninTest/am,EdD7Ve,Nintendo Development Testing masterID 0 Automatch,6500,0,0,,
2500,ninTest0,EdD7Ve,Nintendo Development Testing masterID 1,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2501,ninTest0am,EdD7Ve,Nintendo Development Testing masterID 1 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2502,ninTest1,EdD7Ve,Nintendo Development Testing masterID 2,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2503,ninTest1am,EdD7Ve,Nintendo Development Testing masterID 2 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2504,ninTest2,EdD7Ve,Nintendo Development Testing masterID 3,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2505,ninTest2am,EdD7Ve,Nintendo Development Testing masterID 3 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2506,ninTest3,EdD7Ve,Nintendo Development Testing masterID 4,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2507,ninTest3am,EdD7Ve,Nintendo Development Testing masterID 4 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2508,ninTest4,EdD7Ve,Nintendo Development Testing masterID 5,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2509,ninTest4am,EdD7Ve,Nintendo Development Testing masterID 5 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2510,ninTest5,EdD7Ve,Nintendo Development Testing masterID 6,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2511,ninTest5am,EdD7Ve,Nintendo Development Testing masterID 6 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2512,ninTest6,EdD7Ve,Nintendo Development Testing masterID 7,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2513,ninTest6am,EdD7Ve,Nintendo Development Testing masterID 7 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2514,ninTest7,EdD7Ve,Nintendo Development Testing masterID 8,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2515,ninTest7am,EdD7Ve,Nintendo Development Testing masterID 8 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2516,ninTest8,EdD7Ve,Nintendo Development Testing masterID 9,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2517,ninTest8am,EdD7Ve,Nintendo Development Testing masterID 9 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2518,ninTest9,EdD7Ve,Nintendo Development Testing masterID 10,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2519,ninTest9am,EdD7Ve,Nintendo Development Testing masterID 10 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2521,ninTest:am,EdD7Ve,Nintendo Development Testing masterID 11 Automatch,6500,0,0,,
2522,ninTest;,EdD7Ve,Nintendo Development Testing masterID 12,6500,0,0,,
2523,ninTest;am,EdD7Ve,Nintendo Development Testing masterID 12 Automatch,6500,0,0,,
2524,ninTest<,EdD7Ve,Nintendo Development Testing masterID 13,6500,0,0,,
2525,ninTest<am,EdD7Ve,Nintendo Development Testing masterID 13 Automatch,6500,0,0,,
2526,ninTest=,EdD7Ve,Nintendo Development Testing masterID 14,6500,0,0,,
2527,ninTest=am,EdD7Ve,Nintendo Development Testing masterID 14 Automatch,6500,0,0,,
2528,ninTest>,EdD7Ve,Nintendo Development Testing masterID 15,6500,0,0,,
2529,ninTest>am,EdD7Ve,Nintendo Development Testing masterID 15 Automatch,6500,0,0,,
2530,ninTest?,EdD7Ve,Nintendo Development Testing masterID 16,6500,0,0,,
2531,ninTest?am,EdD7Ve,Nintendo Development Testing masterID 16 Automatch,6500,0,0,,
2532,ninTest@,EdD7Ve,Nintendo Development Testing masterID 17,6500,0,0,,
2533,ninTest@am,EdD7Ve,Nintendo Development Testing masterID 17 Automatch,6500,0,0,,
2534,ninTest-,EdD7Ve,Nintendo Development Testing masterID 18,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2535,ninTest-am,EdD7Ve,Nintendo Development Testing masterID 18 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2536,ninTest.,EdD7Ve,Nintendo Development Testing masterID 19,6500,0,0,,
2537,ninTest.am,EdD7Ve,Nintendo Development Testing masterID 19 Automatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2538,dartspartywii,xyHrNT,Darts Wii Party (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2539,3celsiuswii,xR1sEX,3* Celsius (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2540,acejokerUSds,ZS4JZy,Mega Man Star Force 3: Black Ace/Red Joker (US) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2541,Rabgohomewii,sngh8x,Rabbids Go Home (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2542,tmntsmashwii,IXIdNe,TMNT Smash Up (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2543,simplejudowii,t4wmAP,Simple The Ju-Do (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2544,menofwarpcd,z4L7mK,Men of War MP DEMO (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2545,menofwarpcdam,,Men of War MP DEMO  Automatch (PC),6500,0,0,,
2547,rdr2ps3,5aL4Db,Red Dead Redemption (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2548,rdr2ps3am,,Red Dead Redemption  Automatch (PS3),6500,0,0,,
2549,gh4vhalenwii,yDGso1,Guitar Hero 4: Van Halen (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2550,gh4vhalenwiiam,,Guitar Hero 4: Van Halen  Automatch (Wii),6500,0,0,,
2551,escviruswii,gWke73,Escape Virus (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2552,rfactoryKRds,dBJ0km,Rune Factory: A Fantasy Harverst Moon (KOR) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2553,banburadxds,04cR2B,Banbura DX Photo Frame Radio (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2554,mebiuswii,T0zyn9,Mebius Drive (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2555,okirakuwii,LdIyFm,Okiraku Daihugou Wii (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2556,sbk09pc,pQAyX6,SBK '09 (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2557,sbk09ps3,hxVmss,SBK '09 (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2558,sbk09ps3am,,SBK '09  Automatch (PS3),6500,0,0,,
2559,sbk09pcam,,SBK '09  Automatch (PC),6500,0,0,,
2560,poriginpcjp,w2OQ5I,Fear 2: Project Origin (JP) (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2561,poriginpcjpam,,Fear 2: Project Origin  Automatch (JP) (PC),6500,0,0,,
2562,poriginpcjpd,,Fear 2: Project Origin  Demo (JP) (PC),6500,0,0,,
2563,poriginps3jp,MF2kB1,Fear 2: Project Origin (JP) (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2564,poriginps3jpam,,Fear 2: Project Origin  Automatch (JP) (PS3),6500,0,0,,
2565,poriginps3jpd,,Fear 2: Project Origin  Demo (JP) (PS3),6500,0,0,,
2566,section8pc,2UMehS,Section 8 (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2567,section8pcam,,Section 8  Automatch (PC),6500,0,0,,
2568,section8pcd,,Section 8  Demo (PC),6500,0,0,,
2569,section8ps3,RGZq4i,Section 8 (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2570,section8ps3am,,Section 8  Automatch (PS3),6500,0,0,,
2571,section8ps3d,,Section 8  Demo (PS3),6500,0,0,,
2572,section8x360,fB8QDw,Section 8 (Xbox360),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2573,section8x360am,,Section 8  Automatch (Xbox360),6500,0,0,,
2574,section8x360d,,Section 8  Demo (Xbox360),6500,0,0,,
2575,buccaneerpc,vFNtGi,Buccaneer (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2576,buccaneerpcam,,Buccaneer  Automatch (PC),6500,0,0,,
2577,buccaneerpcd,,Buccaneer  Demo (PC),6500,0,0,,
2578,civ4coljp,5wddmt,Sid Meier's Civilization 4: Colonization (PC Japanese),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2579,civ4coljpam,,Sid Meier's Civilization 4: Colonization  Automatch (PC Japanese),6500,0,0,,
2580,beateratorpsp,VXtdws,Beaterator (PSP),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2581,beateratorpspam,,Beaterator  Automatch (PSP),6500,0,0,,
2582,beateratorpspd,,Beaterator  Demo (PSP),6500,0,0,,
2583,sonicrkords,PrnrAp,Sonic Rush Adventure (KOR) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2584,mmadnesswii,Ok1Lrl,Military Madness (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2585,chesschalwii,EU1zXz,Chess Challenge! (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2586,chesschalwiiam,,Chess Challenge!  Automatch (WiiWare),6500,0,0,,
2587,narutorev3wii,2bLXrL,Naruto Shippuden: Clash of Ninja Revolution 3 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2588,decasport2wii,pSFeW6,Deca Sports 2 (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2589,suparobods,fJgMKq,Suparobo Gakuen (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2590,gh4ghitswii,lUHbE5,Guitar Hero 4: Greatest Hits (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2591,simsraceEUds,HmxBFc,MySims Racing DS (EU) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2592,blockrushwii,LbsgGO,Blockrush! (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2593,simsraceJPNds,fN26Ba,MySims Racing DS (JPN) (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2594,superv8pc,GfQdlV,Superstars V8 Racing (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2595,superv8pcam,,Superstars V8 Racing  Automatch (PC),6500,0,0,,
2596,superv8pcd,,Superstars V8 Racing  Demo (PC),6500,0,0,,
2597,superv8ps3,0vzJCz,Superstars V8 Racing (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2598,superv8ps3am,,Superstars V8 Racing  Automatch (PS3),6500,0,0,,
2599,superv8ps3d,,Superstars V8 Racing  Demo (PS3),6500,0,0,,
2600,boardgamesds,fFgBAt,The Best of Board Games (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2601,cardgamesds,6iGEJe,The Best of Card Games (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2602,colcourseds,T9aQ3K,Collision Course (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2603,brigades,nUAsKm,Gamespy Brigades,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2604,puyopuyo7ds,1SeVl7,PuyoPuyo 7 (DS/Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2605,qsolace,MjcwlP,Quantum of Solace,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2606,tcendwar,wNPcIq,Tom Clancy's EndWar,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2607,kidslearnwii,ws94sA,Kids Learning Desk (WiiWare),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2608,svsr10ps3,XcUkIx,WWE Smackdown vs. Raw 2010 (PS3),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2609,svsr10ps3am,,WWE Smackdown vs. Raw 2010  Automatch (PS3),6500,0,0,,
2610,svsr10ps3d,,WWE Smackdown vs. Raw 2010  Demo (PS3),6500,0,0,,
2611,svsr10x360,ONqHu9,WWE Smackdown vs. Raw 2010 (Xbox 360),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2612,svsr10x360am,,WWE Smackdown vs. Raw 2010  Automatch (Xbox 360),6500,0,0,,
2613,svsr10x360d,,WWE Smackdown vs. Raw 2010  Demo (Xbox 360),6500,0,0,,
2614,momo2010wii,2lbGXb,Momotaro Dentetsu 2010 Nendoban (Wii),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2615,cardherods,FRzL49,Card Hero DSi (DS),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
2616,cardherodsam,,Card Hero DSi  Automatch (DS),6500,0,0,,
